0   59.95  80.05  0.974679  0.95
1   59.15  90.65  15.4451  238.55
2   58.95  99.6  21.2321  450.8
3   59.4  109.8  35.2023  1239.2
4   58.85  120.95  40.1864  1614.95
5   60  130.55  45.5516  2074.95
6   62.15  140.3  42.7575  1828.2
7   62.95  150  54.9363  3018
8   64.5  160  58.5662  3430
9   65.8  170.3  65.1629  4246.2
10   66.65  181.3  70.7969  5012.2
11   68.3  191.75  72.0677  5193.75
12   69.4  202.35  81.4896  6640.55
13   71.2  212.8  80.7787  6525.2
14   73.65  222.35  83.1057  6906.55
15   75.9  232.15  91.5999  8390.55
16   77.7  242.2  93.3445  8713.2
17   80.5  254.05  102.279  10461
18   83.25  262.1  106.498  11341.8
19   86.1  270.15  110.13  12128.6
20   90.4  277.05  118.638  14074.9
21   94.05  284.2  133.136  17725.2
22   97.75  290.5  139.531  19469
23   101.2  297.65  142.599  20334.5
24   105.05  305.3  145.966  21306.2
25   108.25  312.15  155.482  24174.5
26   112.2  318.7  160.182  25658.2
27   116.55  324.85  162.409  26376.5
28   120.5  330.35  165.192  27288.5
29   125.65  335.75  172.939  29907.8
30   130.65  340.55  177.062  31351
31   134.65  346.55  184.03  33866.9
32   139.5  351.2  188.072  35371.2
33   144.3  354.85  189.654  35968.6
34   149.3  359.55  185.07  34251
35   154.85  362.45  191.282  36588.9
36   161.7  364.45  194.456  37813
37   167.35  367.3  203.22  41298.2
38   173.05  369.7  212.514  45162.2
39   177.95  373.95  212.351  45093
40   185  374.9  214.546  46029.8
41   190.4  377.6  218.666  47814.8
42   196.8  379.25  218.256  47635.8
43   202.8  380.25  220.345  48551.8
44   209.25  380.65  224.117  50228.5
45   215.2  380.85  216.071  46686.6
46   219.7  382.35  220.346  48552.6
47   224.75  383.5  225.559  50877
48   234.05  380.6  229.553  52694.8
49   240.25  380.55  236.044  55716.9
50   247.75  378.8  240.681  57927.2
51   253.8  378.55  245.615  60327
52   260.8  377.3  244.86  59956.2
53   267.2  376.4  250.485  62742.8
54   273.65  376.05  254.918  64983
55   279.45  374.75  262.705  69013.8
56   288  371.15  270.896  73384.6
57   293.85  370.35  276.472  76436.5
58   300.2  369.7  278.468  77544.2
59   307  366.5  290.126  84173
60   314.8  363.25  289.958  84075.8
61   322.35  360.35  286.947  82338.6
62   329.45  357.25  282.718  79929.8
63   336  355.4  280.094  78452.8
64   343.3  352.2  284.72  81065.2
65   350.85  349.15  285.469  81492.5
66   357.5  345.55  288.134  83020.9
67   364.45  342.85  290.063  84136.6
68   371.4  338.95  289.632  83887
69   377.45  334.9  290.344  84299.8
70   385  330.8  287.724  82785.2
71   392.45  326.65  293.412  86090.6
72   399.25  322.95  292.959  85825
73   405.65  318.85  295.67  87420.6
74   413.6  312.5  298.216  88933
75   420.55  306.65  288.272  83100.6
76   428.5  302.1  285.044  81249.8
77   436.05  297.05  285.585  81558.9
78   442.35  292.2  279.502  78121.2
79   450.15  287.05  278.781  77718.9
80   457.55  281.35  281.422  79198.5
81   463.5  275.75  274.696  75457.8
82   471.1  268.8  271.421  73669.2
83   477.3  264.15  268.962  72340.5
84   484.05  258.45  267.4  71503
85   490.6  251.9  263.488  69425.8
86   496.05  246  263.875  69630
87   501.15  240.4  256.407  65744.8
88   507.15  234.85  252.457  63734.5
89   513.05  229.05  247.732  61370.9
90   517.8  223.6  246.03  60530.8
91   522.85  218.6  238.958  57100.8
92   525.45  214.25  239.102  57169.8
93   529.65  208.2  232.837  54213.2
94   534.75  201.4  235.361  55394.8
95   539.85  194.45  228.278  52110.9
96   545.2  188.75  227.727  51859.8
97   549.85  182.6  221.722  49160.8
98   553.9  176.9  219.143  48023.8
99   554.85  173.1  213.025  45379.8
100   558.95  167.75  206.484  42635.8
101   562.25  163.3  211.098  44562.2
102   567.6  157  206.949  42828
103   571.45  150.5  200.945  40379
104   573.9  143.75  201.196  40479.8
105   575.7  137.85  201.039  40416.5
106   578.25  131.9  197.868  39151.8
107   579.45  127.4  198.939  39576.8
108   580.95  122.5  196.375  38563
109   582  117.4  190.097  36136.8
110   582.55  112.55  189.243  35813
111   583.3  107.45  183.065  33512.9
112   582.05  103.35  178.063  31706.5
113   580.35  98.45  164.435  27038.9
114   580.5  92.8  160.341  25709.2
115   579.1  87.6  155.302  24118.8
116   576.35  82.95  148.704  22113
117   574.15  78.1  144.692  20935.8
118   571.35  74.75  139.197  19375.8
119   567.15  71.6  135.922  18474.8
120   562.8  66.15  135.531  18368.5
121   557.6  62  128.172  16428
122   551.9  59  126.886  16100
123   546.05  55.55  116.897  13665
124   539.95  51.6  111.314  12390.8
125   534  48.1  100.498  10099.8
126   527.95  44.1  92.7243  8597.8
127   520.65  41.35  91.6545  8400.55
128   513.45  38.05  86.4694  7476.95
129   504.1  35.7  88.1714  7774.2
130   495.5  32.9  84.7809  7187.8
131   483.25  31.55  83.1802  6918.95
132   473.5  28.85  80.0534  6408.55
133   462.2  26.65  75.6608  5724.55
134   449.55  25.2  73.0698  5339.2
135   438.45  23.5  67.0448  4495
136   426.1  22.15  62.7419  3936.55
137   412.35  20.85  56.9258  3240.55
138   400.1  19.7  53.1808  2828.2
139   387.75  18.35  49.4828  2448.55
140   374.95  16.8  44.5556  1985.2
141   361.15  15.45  42.9762  1846.95
142   347.25  15.5  43.5546  1897
143   334.55  14.7  44.7012  1998.2
144   320.8  13.8  47.5731  2263.2
145   305.3  14.1  47.2631  2233.8
146   290  13.8  44.5107  1981.2
147   275.95  14.4  50.998  2600.8
148   264.25  14.25  58.9046  3469.75
149   252.05  14.65  62.1977  3868.55
150   239.5  15.4  67.43  4546.8
151   227  16.75  73.8495  5453.75
152   214.55  17.55  76.3476  5828.95
153   203.2  19.1  80.4599  6473.8
154   191.3  21.75  92.9503  8639.75
155   180.45  24.15  105.511  11132.5
156   170.35  26.15  116.613  13598.6
157   158.95  29.6  136.106  18524.8
158   148.25  32.65  150.893  22768.5
159   138.9  35.95  164.994  27223
160   129.95  39.2  177.835  31625.2
161   121.7  42.7  197.353  38948.2
162   113.15  45.05  208.463  43456.9
163   106.85  50  227.121  51584
164   101.65  53.7  239.917  57560.2
165   97.15  57.9  265.073  70263.8
166   93.1  62  281.539  79264
167   88.8  66.5  296.424  87867
168   85.8  71.45  316.232  100003
169   81.8  77.1  335.931  112850
170   79.6  81.55  351.455  123521
171   76.4  85.6  365.421  133533
172   72.4  90.2  381.818  145785
173   69.85  95.15  400.246  160197
174   68.2  100.15  414.744  172013
175   67.3  104.75  423.676  179502
176   67.3  109.2  433.1  187575
177   66.7  114.75  444.774  197824
178   68.1  119.45  458.525  210245
179   68.5  124.05  467.131  218211
180   69.55  129.7  476.284  226846
181   70.35  136.3  491.98  242044
182   71.75  142.1  509.341  259428
183   74.25  145.5  514.742  264959
184   75.65  150.1  529.36  280222
185   77.15  154.9  536.352  287674
186   78.45  159.75  542.881  294720
187   80.65  164.85  552.634  305405
188   83.35  168.95  563.68  317735
189   85.15  173.65  577.71  333749
190   87.75  177.9  590.711  348940
191   90.9  181.9  602.128  362558
192   93.6  185.35  609.582  371591
193   96.05  189.3  620.237  384694
194   100.45  190.55  624.608  390135
195   103  193.45  636.485  405113
196   105.9  196.6  646.027  417351
197   108.8  199.35  653.583  427171
198   111.15  201.35  660.502  436263
199   114  203.5  671.911  451465
200   118.05  204.35  674.137  454461
201   120.8  206.7  682.293  465524
202   124.05  208.35  691.438  478087
203   127.4  209.1  691.119  477646
204   130.55  210.6  697.444  486429
205   133.5  213.95  706.328  498899
206   137.05  214.35  711.043  505583
207   140.7  215.75  720.272  518792
208   143.9  216.6  724.723  525223
209   148.2  217.2  731.577  535205
210   152.1  217.45  731.22  534683
211   155.75  217.4  733.947  538679
212   160.25  216.5  738.945  546039
213   164.7  216.4  743.592  552929
214   168.9  216.65  747.431  558653
215   172.95  215.85  746.42  557143
216   176.95  216.2  751.353  564531
217   180.65  215.6  750.205  562807
218   183.65  216.25  753.943  568430
219   187.8  216.2  756.409  572155
220   191.05  215.8  762.921  582049
221   194.9  214.25  758.165  574814
222   198.55  212.95  756.63  572489
223   202.2  212.2  755.239  570385
224   206.2  211.65  754.276  568933
225   209.7  210.15  752.97  566965
226   213.45  208.9  750.196  562794
227   218.1  206.8  746.685  557539
228   222.85  205.7  745.74  556128
229   227.75  202.9  744.055  553618
230   232.45  200  739.54  546920
231   236.85  197.85  734.013  538775
232   240.15  195.7  729.267  531830
233   244.8  192.45  723.04  522787
234   248  190.25  718.15  515740
235   252.15  188  711.095  505656
236   255.55  186.5  707.423  500447
237   260  184  701.678  492352
238   263.65  181.1  702.567  493600
239   268.7  176.95  693.124  480421
240   272  174.75  691.254  477832
241   275.6  171.15  685.257  469577
242   278.4  168.35  677.674  459243
243   281.4  166.3  674.737  455270
244   284.65  164  665.773  443254
245   287.55  161.65  660.359  436075
246   291.15  158.35  648.483  420531
247   295.25  154.2  640.117  409749
248   299.5  149.9  635.786  404224
249   301.45  148.6  633.365  401151
250   304.85  145.8  621.794  386627
251   307.3  142.35  611.839  374347
252   309.35  139.25  606.78  368182
253   312.75  135.65  602.779  363343
254   314.85  132.7  594.073  352922
255   315.8  130.1  588.36  346168
256   317.6  126.95  588.771  346651
257   318.95  124.75  580.307  336756
258   319.8  122.45  574.925  330539
259   321.1  119.9  572.147  327352
260   322.9  115.9  565.781  320108
261   323.9  113.25  557.076  310334
262   324.65  110.05  543.609  295511
263   326.35  106.45  530.431  281357
264   328.05  103.9  523.394  273942
265   327.5  101.4  518.663  269011
266   327.7  98.35  512.53  262687
267   327.65  95.75  503.05  253060
268   326.95  93.8  498.443  248445
269   326.4  91.55  489.074  239193
270   325.9  89.15  487.533  237689
271   325.25  85.85  475.397  226003
272   324.3  83.3  467.228  218302
273   323.05  80.05  455.72  207681
274   322.65  76.4  444.264  197371
275   322.25  73.6  438.469  192255
276   320.85  71.8  435.065  189281
277   320  68.75  431.179  185916
278   317.75  66.35  423.307  179189
279   316.9  63.45  404.96  163993
280   313.65  61.55  395.215  156195
281   311.75  58.6  382.511  146315
282   308.95  56.25  371.887  138300
283   306.2  54.15  361.254  130505
284   303.45  52.55  352.441  124215
285   300.85  50.05  341.308  116491
286   296.65  48.7  333.518  111234
287   292.65  47.4  324.72  105443
288   289.6  45.45  323.198  104457
289   286.5  43.45  308.079  94912.9
290   281.25  42.15  297.789  88678.6
291   276.55  40.65  288.521  83244.6
292   271.55  39.65  280.304  78570.6
293   266.15  38.15  270.105  72956.6
294   262  36.65  264.247  69826.6
295   256.7  34.8  259.039  67101.2
296   250.65  34.2  246.027  60529.2
297   245.15  33.2  233.459  54503.2
298   240.6  33  226.905  51486
299   235.5  32.65  222.779  49630.5
300   229.95  31.85  216.265  46770.6
301   225.15  31.5  211.242  44623
302   218.8  32.05  202.012  40808.9
303   215  31.05  195.348  38160.9
304   210.15  30.45  187.795  35267
305   205  29.5  184.578  34069
306   198.9  30.15  183.037  33502.6
307   194.15  30.05  182.112  33164.9
308   187.95  30.65  175.119  30666.6
309   182.95  30.15  171.168  29298.5
310   177.6  30.95  176.355  31100.9
311   172.35  31.35  171.11  29278.6
312   166.65  31.85  173.495  30100.6
313   162.8  32.05  173.801  30207
314   156.9  33.2  176.899  31293.2
315   151.95  33.9  180.964  32747.8
316   147.25  34.3  183.995  33854.2
317   141.85  35.2  189.001  35721.2
318   138.5  36.35  194.053  37656.5
319   133.7  38.45  197.487  39001
320   130.45  40.9  202.691  41083.8
321   126.25  43.6  214.361  45950.8
322   121.95  45.9  224.486  50393.8
323   119.15  48.25  235.944  55669.8
324   117.05  50.95  244.289  59676.9
325   114.7  54.8  261.418  68339.2
326   111.85  58.2  280.509  78685.2
327   109.1  62.95  302.924  91763
328   106  66.2  319.361  101991
329   103.55  70.7  335.249  112392
330   102.15  75.75  362.245  131222
331   99.8  80.55  381.789  145763
332   99.15  85.85  397.923  158343
333   98.15  91.05  415.648  172763
334   98  95.15  428.197  183353
335   96.75  101.25  450.086  202578
336   96.1  106.3  468.737  219714
337   94.95  111.65  487.459  237617
338   93.2  116.3  505.975  256010
339   92.95  121.25  528.229  279026
340   90.9  127.05  552.796  305583
341   90.4  131.55  570.452  325415
342   91.05  135.35  588.051  345805
343   91.45  139.75  605.374  366478
344   91  144.65  629.507  396279
345   91.75  149.4  652.497  425753
346   92.55  153.1  670.96  450188
347   94.25  155.35  685.109  469375
348   94.8  159.9  708.84  502454
349   96.05  163.8  730.919  534243
350   96.05  169.1  755.324  570514
351   96.1  174.9  778.606  606228
352   96.2  179.15  795.266  632449
353   98.3  181.5  814.411  663265
354   98.85  184.85  832.295  692715
355   100.35  186.6  848.956  720727
356   101.55  189  868.652  754556
357   102.35  192.15  884.887  783025
358   103.35  194.9  901.908  813438
359   104.7  198.75  917.58  841954
360   106.2  201.75  936.331  876716
361   108.05  204.4  955.052  912125
362   110.05  206.25  965.353  931906
363   111.15  208.5  981.191  962735
364   113.25  210.25  997.445  994896
365   114.8  212.1  1010.64  1.02139e+06
366   117.15  212.85  1022.35  1.04521e+06
367   118.95  214  1038.59  1.07866e+06
368   119.9  216.05  1055.52  1.11411e+06
369   122.65  217.15  1070.19  1.1453e+06
370   123.95  219.4  1086.07  1.17955e+06
371   125.35  221  1102.3  1.21507e+06
372   126.4  222.35  1115.98  1.24541e+06
373   129.2  222.75  1118.9  1.25193e+06
374   132.9  222.35  1128.93  1.27448e+06
375   135.15  223.3  1142.9  1.30621e+06
376   138.4  223.25  1152.1  1.32733e+06
377   142.45  222.55  1159.41  1.34422e+06
378   144  223  1170.48  1.37003e+06
379   146.35  223.85  1187.17  1.40938e+06
380   150.4  223.1  1198.82  1.43716e+06
381   154.85  222.35  1210.85  1.46615e+06
382   157.8  222.5  1223.12  1.49602e+06
383   160.75  221.9  1226.26  1.50371e+06
384   163.85  222.05  1231.59  1.51682e+06
385   167  220.95  1231.09  1.51557e+06
386   169.45  220.85  1237.12  1.53046e+06
387   171.6  221.4  1245.5  1.55126e+06
388   174.85  220.45  1248.01  1.55753e+06
389   178  218.65  1248.07  1.55767e+06
390   182.25  215.8  1243.86  1.54719e+06
391   186.45  214.3  1251.04  1.56511e+06
392   190.05  213.2  1255.59  1.57651e+06
393   192.45  211.9  1255.3  1.57578e+06
394   196.5  209.85  1249.72  1.56181e+06
395   198.1  210  1253.94  1.57238e+06
396   201.7  208.15  1256.94  1.57989e+06
397   203.95  207.55  1260.62  1.58916e+06
398   207.15  205.65  1262.79  1.59465e+06
399   210.6  202.5  1257.27  1.58072e+06
400   213.6  201.4  1260.52  1.58892e+06
401   215.8  199.35  1257.25  1.58068e+06
402   218.85  197.3  1251.89  1.56723e+06
403   221.85  194.8  1248.73  1.55934e+06
404   224.9  192.9  1249.57  1.56143e+06
405   227.8  190.8  1251.17  1.56543e+06
406   230.35  188.45  1240.67  1.53926e+06
407   233.05  186.35  1234.95  1.5251e+06
408   236.55  183.1  1227.58  1.50695e+06
409   238.65  181.55  1221.54  1.49215e+06
410   240.65  179.75  1225.42  1.50165e+06
411   243.65  177.15  1224.38  1.49911e+06
412   246.45  174.45  1222.63  1.49481e+06
413   248.85  170.95  1213.81  1.47334e+06
414   252.1  167.35  1198.7  1.43688e+06
415   253.95  165.05  1192.73  1.42261e+06
416   255.95  161.7  1187.03  1.40904e+06
417   257  159.35  1178.31  1.38842e+06
418   258.9  155.9  1164.69  1.35651e+06
419   259.8  154.55  1162.59  1.35162e+06
420   260.65  152.9  1150.21  1.32298e+06
421   261.45  150.25  1141.91  1.30397e+06
422   262.7  147.9  1129.94  1.27677e+06
423   263.5  145.55  1113.36  1.23958e+06
424   264.1  143.15  1108  1.22766e+06
425   264.4  140.55  1098.47  1.20664e+06
426   265.6  138.55  1088.14  1.18404e+06
427   266.9  136.95  1085.59  1.17851e+06
428   266.6  134.15  1072.93  1.15118e+06
429   267.2  131.35  1057.35  1.11798e+06
430   267.15  129.6  1039.21  1.07996e+06
431   267.35  127.6  1029.35  1.05955e+06
432   267.2  125.75  1019.42  1.03922e+06
433   268  122.35  1005.09  1.01021e+06
434   268.65  119.5  989.532  979173
435   267.85  116.8  974.613  949871
436   267.8  115.4  959.652  920933
437   266.15  113.3  956.911  915678
438   264.8  110.75  942.213  887766
439   263.8  109.2  925.458  856473
440   262  107.6  917.172  841205
441   261  105.05  908.242  824903
442   258.7  103.75  898.269  806888
443   258.6  100.55  879.763  773983
444   257.1  99.5  868.715  754665
445   255.25  97.35  860.315  740143
446   253.55  95.25  852.012  725924
447   252  93.15  835.884  698703
448   250.1  91.55  825.008  680639
449   247.45  90.55  809.886  655915
450   245.1  88.45  792.553  628141
451   242.35  86.85  781.981  611495
452   240.8  85  769.747  592510
453   237.25  83.3  760.383  578182
454   235.15  81.5  743.261  552437
455   232.55  80.45  730.837  534123
456   230.3  79.3  719.704  517974
457   227.65  77.65  704.111  495773
458   224.1  76.1  690.898  477340
459   220.8  76.5  680.564  463167
460   218.45  76.85  671.74  451235
461   216.45  76.15  655.085  429137
462   214  75.9  644.766  415724
463   211.45  75.5  629.648  396457
464   209.6  75.8  614.73  377893
465   207.65  76.35  604.472  365387
466   205.7  76.55  593.789  352585
467   204.45  77.1  576.099  331890
468   202.85  77.8  562.407  316301
469   201.4  78.55  551.568  304227
470   200.45  79.65  537.934  289373
471   199.5  80.5  529.729  280613
472   198.25  81.3  513.936  264130
473   197.7  81.75  506.971  257020
474   196.55  82.95  504.051  254067
475   195.3  84.1  496.121  246136
476   193.3  86.2  490.784  240869
477   191.95  87.4  486.796  236971
478   191.5  89.2  486.024  236219
479   191.85  89.7  478.322  228792
480   191.8  91.6  476.301  226863
481   192.1  93.5  480.018  230417
482   191.15  94.7  480.725  231096
483   190.5  96.5  483.902  234161
484   190.85  97.95  488.943  239065
485   191  98.9  487.616  237770
486   189.75  101.75  494.637  244666
487   190.1  103.9  501.531  251534
488   190  105.5  508.54  258613
489   190.8  107.65  514.881  265103
490   192.65  107.95  513.269  263445
491   192.95  110.05  522.816  273337
492   193.05  111.1  531.716  282722
493   193.2  112.9  543.365  295246
494   193.85  114.6  552.099  304813
495   194.9  116.55  563.25  317251
496   195.65  117.75  570.272  325210
497   195.75  118.8  582.52  339329
498   196.8  119.75  590.076  348190
499   198.1  120.55  601.572  361889
500   197.95  122.55  613.14  375941
501   198.15  123.25  621.561  386338
502   198.2  124.65  634.65  402781
503   199.2  125.25  642.316  412570
504   199.75  126.55  649.129  421369
505   199.95  127.6  659.922  435497
506   200.6  128.85  667.545  445617
507   201.4  129.55  670.153  449105
508   202.3  130.65  674.932  455533
509   203.6  131.45  682.304  465539
510   204.05  133.75  688.497  474028
511   204.7  135.9  698.767  488276
512   206.1  136.9  701.853  492598
513   207.35  138.2  705.948  498363
514   208.5  139.7  714.791  510926
515   209.2  139.25  713.734  509416
516   210.5  140.25  716.512  513390
517   210.5  141.4  717.169  514331
518   211.6  142.15  719.399  517535
519   212.25  143.45  725.94  526989
520   211.9  145.3  733.522  538054
521   212.85  145.8  735.581  541079
522   214.25  146.1  738.546  545450
523   214.9  147.15  744.698  554575
524   214.25  147.15  748.293  559943
525   214.85  147.15  746.787  557691
526   215.45  147  741.931  550462
527   215  148.55  746.869  557813
528   216.4  148  745.705  556076
529   217.4  147.55  742.107  550723
530   218.65  146.7  739.022  546154
531   218.45  147.7  746.343  557028
532   218.9  147.4  747.239  558367
533   218.65  146.95  743.472  552751
534   219.7  146  737.242  543526
535   221.1  144.3  729.634  532366
536   221  143.9  731.057  534444
